DataSource,Latitude,Longitude,Lake,Region,Year,Month,Day,DOC_mgL,Fish_Species,SampleID,Length_mm,d13C,d15N,C.N,Av_pelagic_d13C,Av_pelagic_d15N,Av_benthic_d13C,Av_benthic_d15N,d13Ccorr.lipids,Pelagic diet proportion,Trophic position
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_25,337.3,-26.87,10.3,3.27,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4.5
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_09,327,-27.09,9.95,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.6,0.02,4.3
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_26,324.8,-26.77,10.25,3.26,-29.0875,5.45,-26.54142857,2.122857143,-26.2,0,4.5
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_07,298.8,-26.75,9.72,3.23,-29.0875,5.45,-26.54142857,2.122857143,-26.2,0,4.4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_08,294.3,-26.52,9.53,3.21,-29.0875,5.45,-26.54142857,2.122857143,-26.1,0,4.3
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_10,255.6,-26.28,9.76,3.19,-29.0875,5.45,-26.54142857,2.122857143,-25.9,0,4.5
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_11,208.4,-25.6,7.83,3.16,-29.0875,5.45,-26.54142857,2.122857143,-25.2,0,4.2
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_06,189.7,-27.44,9.3,3.18,-29.0875,5.45,-26.54142857,2.122857143,-27,0.18,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_12,166.7,-28.17,7.1,3.18,-29.0875,5.45,-26.54142857,2.122857143,-27.8,0.49,3
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_21,162.8,-28.17,9.32,3.19,-29.0875,5.45,-26.54142857,2.122857143,-27.7,0.46,3.7
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_22,162.1,-27.47,9.12,3.23,-29.0875,5.45,-26.54142857,2.122857143,-27,0.18,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_13,161.2,-25.94,8.09,3.21,-29.0875,5.45,-26.54142857,2.122857143,-25.5,0,4.2
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_14,155.4,-25.62,7.65,3.15,-29.0875,5.45,-26.54142857,2.122857143,-25.3,0,4.1
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_19,147.8,-27.79,9.29,3.24,-29.0875,5.45,-26.54142857,2.122857143,-27.3,0.3,3.8
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_27,147.3,-25.87,8.31,3.21,-29.0875,5.45,-26.54142857,2.122857143,-25.4,0,4.3
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_20,144.2,-27.36,8.71,3.22,-29.0875,5.45,-26.54142857,2.122857143,-26.9,0.14,3.8
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_16,142.9,-26.84,8.91,3.24,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4.1
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_30,135.5,-27.53,9.17,3.21,-29.0875,5.45,-26.54142857,2.122857143,-27.1,0.22,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_01,121.7,-27.05,8.51,3.29,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_11,120.6,-27.22,8.84,3.22,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_08,120.6,-27.24,8.92,3.36,-29.0875,5.45,-26.54142857,2.122857143,-26.5,0,4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_10,116.9,-26.88,8.36,3.21,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_15,114.5,-26.91,8.66,3.27,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_12,112.7,-27.03,8.55,3.29,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_05,112.4,-27.79,8.59,3.23,-29.0875,5.45,-26.54142857,2.122857143,-27.3,0.3,3.6
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_09,112.3,-26.87,8.51,3.23,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_14,110.6,-27.13,8.82,3.29,-29.0875,5.45,-26.54142857,2.122857143,-26.5,0,4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_24,110.4,-28.13,8.73,3.3,-29.0875,5.45,-26.54142857,2.122857143,-27.5,0.38,3.6
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_07,109.9,-27.13,8.5,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.8
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_05,109.6,-27.13,8.77,3.21,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_17,108.8,-28.24,8.52,3.22,-29.0875,5.45,-26.54142857,2.122857143,-27.8,0.49,3.4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_02,108.3,-26.93,7.65,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.5,0,3.6
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_03,108.2,-28.13,8.19,3.2,-29.0875,5.45,-26.54142857,2.122857143,-27.7,0.46,3.3
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_13,108.2,-27.66,8.46,3.21,-29.0875,5.45,-26.54142857,2.122857143,-27.2,0.26,3.6
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_03,108,-27.19,8.66,3.2,-29.0875,5.45,-26.54142857,2.122857143,-26.7,0.06,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_23,107.4,-27.79,8.87,3.33,-29.0875,5.45,-26.54142857,2.122857143,-27.1,0.22,3.8
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_04,106,-27.49,8.29,3.2,-29.0875,5.45,-26.54142857,2.122857143,-27,0.18,3.6
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_02,104.7,-26.72,8.04,3.37,-29.0875,5.45,-26.54142857,2.122857143,-25.9,0,4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_04,102.2,-27.01,7.09,3.28,-29.0875,5.45,-26.54142857,2.122857143,-26.4,0,3.5
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_01,102.2,-27.77,8.37,3.22,-29.0875,5.45,-26.54142857,2.122857143,-27.3,0.3,3.5
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_15,100.3,-25.32,6.89,3.27,-29.0875,5.45,-26.54142857,2.122857143,-24.7,0,4.1
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_29,100,-26.88,8.56,3.28,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,4
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_18,99.8,-25.62,7.34,3.22,-29.0875,5.45,-26.54142857,2.122857143,-25.1,0,4.1
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_L_28,91.3,-26.81,8.28,3.23,-29.0875,5.45,-26.54142857,2.122857143,-26.3,0,3.9
Andersson,53.01,13.63,Wuckersee,Germany,2017,9,18,10.27,European perch,Wu_P_06,70.8,-25.93,7.88,3.31,-29.0875,5.45,-26.54142857,2.122857143,-25.3,0,4.2
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_06,338.4,-27.49,11.52,3.26,-30.45,6.542,-25.17,3.554,-26.9,0.33,4.1
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_23,314.4,-27.15,11.2,3.17,-30.45,6.542,-25.17,3.554,-26.8,0.31,4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_22,312.4,-27.78,11.16,3.13,-30.45,6.542,-25.17,3.554,-27.5,0.44,3.9
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_10,304.5,-28,11.64,3.12,-30.45,6.542,-25.17,3.554,-27.7,0.48,4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_07,287.1,-29.22,11.37,3.15,-30.45,6.542,-25.17,3.554,-28.9,0.71,3.7
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_28,275.9,-28.63,10.52,3.17,-30.45,6.542,-25.17,3.554,-28.3,0.59,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_24,272.3,-27.7,11.45,3.23,-30.45,6.542,-25.17,3.554,-27.2,0.38,4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_09,264.5,-26.52,10.81,3.22,-30.45,6.542,-25.17,3.554,-26,0.16,4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_30,263.4,-28.67,10.42,3.17,-30.45,6.542,-25.17,3.554,-28.3,0.59,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_29,259.7,-27.24,11.66,3.17,-30.45,6.542,-25.17,3.554,-26.9,0.33,4.1
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_11,255.6,-28.22,11.63,3.16,-30.45,6.542,-25.17,3.554,-27.9,0.52,3.9
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_25,255.2,-28.15,10.93,3.15,-30.45,6.542,-25.17,3.554,-27.8,0.5,3.7
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_08,255,-27.17,11.61,3.26,-30.45,6.542,-25.17,3.554,-26.6,0.27,4.1
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_07,254.1,-27.71,11.61,3.3,-30.45,6.542,-25.17,3.554,-27.1,0.37,4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_08,247.7,-28.13,11.13,3.24,-30.45,6.542,-25.17,3.554,-27.6,0.46,3.8
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_26,228.9,-27.74,11.36,3.21,-30.45,6.542,-25.17,3.554,-27.3,0.4,3.9
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_03,221.8,-26.2,11.38,3.16,-30.45,6.542,-25.17,3.554,-25.8,0.12,4.2
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_27,204.2,-26.56,11.29,3.21,-30.45,6.542,-25.17,3.554,-26.1,0.18,4.1
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_04,200.6,-26.72,10.87,3.16,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.9
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_01,186.4,-25.6,10.98,3.18,-30.45,6.542,-25.17,3.554,-25.2,0.01,4.2
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_09,185.8,-26.56,10.57,3.17,-30.45,6.542,-25.17,3.554,-26.2,0.2,3.9
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_16,173,-26.42,10.51,3.18,-30.45,6.542,-25.17,3.554,-26,0.16,3.9
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_15,168,-26.54,10.12,3.2,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.8
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_02,157.8,-26.65,10.3,3.19,-30.45,6.542,-25.17,3.554,-26.2,0.2,3.8
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_28,139.4,-26.78,9.77,3.29,-30.45,6.542,-25.17,3.554,-26.2,0.2,3.7
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_27,133.9,-26.72,9.75,3.2,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.6
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_12,132.4,-26.9,9.75,3.18,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.6
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_25,129.5,-26.87,9.3,3.21,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_16,129.4,-26.65,9.54,3.3,-30.45,6.542,-25.17,3.554,-26,0.16,3.6
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_17,124.6,-26.84,9.38,3.21,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_05,117.5,-26.83,9.12,3.22,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_20,117.5,-27.14,9.48,3.23,-30.45,6.542,-25.17,3.554,-26.6,0.27,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_19,115.6,-26.92,9.09,3.21,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_18,112.2,-26.99,9.22,3.25,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_06,111.7,-27.19,9.46,3.24,-30.45,6.542,-25.17,3.554,-26.7,0.29,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_15,110.7,-26.89,9.23,3.22,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_14,108.1,-27.29,9.08,3.18,-30.45,6.542,-25.17,3.554,-26.9,0.33,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_01,106.9,-26.85,8.93,3.21,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_02,106.3,-27.03,8.98,3.24,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_21,105.7,-26.63,9.07,3.22,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_13,105.6,-26.92,8.68,3.31,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_03,104.3,-26.98,9.58,3.15,-30.45,6.542,-25.17,3.554,-26.6,0.27,3.5
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_17,103.7,-27.03,8.89,3.35,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_29,101.1,-26.84,8.51,3.22,-30.45,6.542,-25.17,3.554,-26.4,0.23,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_18,96.6,-27.02,8.79,3.22,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_26,95.8,-27.65,8.91,3.21,-30.45,6.542,-25.17,3.554,-27.2,0.38,3.2
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_11,90.7,-26.84,8.57,3.25,-30.45,6.542,-25.17,3.554,-26.3,0.21,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_19,87.6,-26.66,8.45,3.3,-30.45,6.542,-25.17,3.554,-26,0.16,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_10,85.5,-26.87,8.5,3.34,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_20,83.6,-26.52,8.52,3.33,-30.45,6.542,-25.17,3.554,-25.8,0.12,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_13,83.6,-27.21,9.79,3.23,-30.45,6.542,-25.17,3.554,-26.7,0.29,3.6
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_21,77.1,-26.63,8.49,3.23,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_05,75.2,-26.61,8.95,3.23,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_04,74.8,-26.66,8.77,3.24,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_14,74.1,-26.63,8.81,3.25,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_12,73.2,-27.06,8.77,3.27,-30.45,6.542,-25.17,3.554,-26.5,0.25,3.3
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_22,72.3,-26.73,8.77,3.27,-30.45,6.542,-25.17,3.554,-26.1,0.18,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_L_30,72.2,-25.7,8.31,3.2,-30.45,6.542,-25.17,3.554,-25.3,0.02,3.4
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_23,60.3,-26.22,9.11,3.36,-30.45,6.542,-25.17,3.554,-25.5,0.06,3.6
Andersson,53,13.55,Grober Vatersee,Germany,2017,9,20,12,European perch,GV_P_24,58.3,-26.46,9.18,3.23,-30.45,6.542,-25.17,3.554,-26,0.16,3.5
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A46,62,-34.04,12.62,3.38,-35.1,6.7,-29.6,5.6,-33.2,0.65,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A466,64,-34.07,12.55,3.29,-35.1,6.7,-29.6,5.6,-33.4,0.69,3.8
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A72,65,-33.72,12.76,3.41,-35.1,6.7,-29.6,5.6,-32.9,0.6,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A43,66,-34.13,13.37,3.44,-35.1,6.7,-29.6,5.6,-33.2,0.65,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A56,67,-34.25,11.55,3.64,-35.1,6.7,-29.6,5.6,-33,0.62,3.5
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A467,67,-34.14,12.89,3.33,-35.1,6.7,-29.6,5.6,-33.4,0.69,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A45,68,-34.24,13.24,3.42,-35.1,6.7,-29.6,5.6,-33.4,0.69,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A477,69,-34.04,13.15,3.37,-35.1,6.7,-29.6,5.6,-33.3,0.67,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A357,70,-34.08,13.67,3.27,-35.1,6.7,-29.6,5.6,-33.5,0.71,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A482,71,-34.06,12.82,3.34,-35.1,6.7,-29.6,5.6,-33.3,0.67,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A484,73,-33.97,13.36,3.3,-35.1,6.7,-29.6,5.6,-33.3,0.67,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A511,87,-34.08,12.94,3.3,-35.1,6.7,-29.6,5.6,-33.4,0.69,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A341,90,-34.02,13.25,3.36,-35.1,6.7,-29.6,5.6,-33.3,0.67,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A79,95,-34.16,14.18,3.25,-35.1,6.7,-29.6,5.6,-33.6,0.73,4.3
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A76,95,-34.67,14.42,3.48,-35.1,6.7,-29.6,5.6,-33.7,0.75,4.4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A26,95,-34.08,13.61,3.35,-35.1,6.7,-29.6,5.6,-33.3,0.67,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A66,97,-34.56,12.48,3.61,-35.1,6.7,-29.6,5.6,-33.4,0.69,3.8
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A42,97,-34.39,13.61,3.44,-35.1,6.7,-29.6,5.6,-33.5,0.71,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A362,97,-34.1,14.24,3.27,-35.1,6.7,-29.6,5.6,-33.5,0.71,4.3
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A24,99,-33.85,12.54,3.37,-35.1,6.7,-29.6,5.6,-33.1,0.64,3.8
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A55,100,-34.29,13.94,3.31,-35.1,6.7,-29.6,5.6,-33.6,0.73,4.2
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A352,100,-34.07,14.22,3.28,-35.1,6.7,-29.6,5.6,-33.5,0.71,4.3
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A40,101,-34.08,13.02,3.22,-35.1,6.7,-29.6,5.6,-33.6,0.73,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A353,101,-34.2,14.48,3.24,-35.1,6.7,-29.6,5.6,-33.7,0.75,4.4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A44,102,-34.47,14.4,3.29,-35.1,6.7,-29.6,5.6,-33.8,0.76,4.3
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A60,102,-34.21,14.22,3.26,-35.1,6.7,-29.6,5.6,-33.6,0.73,4.3
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A38,103,-33.52,13.18,3.28,-35.1,6.7,-29.6,5.6,-32.9,0.6,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A344,104,-34.41,12.64,3.23,-35.1,6.7,-29.6,5.6,-33.9,0.78,3.8
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A37,105,-34.34,14.12,3.25,-35.1,6.7,-29.6,5.6,-33.8,0.76,4.3
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A30,106,-34.39,13.34,3.32,-35.1,6.7,-29.6,5.6,-33.7,0.75,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A67,106,-33.36,13.29,3.44,-35.1,6.7,-29.6,5.6,-32.4,0.51,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A340,106,-34.52,12.16,3.29,-35.1,6.7,-29.6,5.6,-33.9,0.78,3.7
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A349,107,-34.12,12.32,3.21,-35.1,6.7,-29.6,5.6,-33.7,0.75,3.7
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A345,109,-34.22,12.37,3.22,-35.1,6.7,-29.6,5.6,-33.7,0.75,3.7
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A335,110,-34.21,12.87,3.18,-35.1,6.7,-29.6,5.6,-33.8,0.76,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A63,111,-32.74,12.48,3.37,-35.1,6.7,-29.6,5.6,-32,0.44,3.9
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A343,111,-34.65,12.3,3.3,-35.1,6.7,-29.6,5.6,-34,0.8,3.7
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A39,112,-34.2,13.04,3.28,-35.1,6.7,-29.6,5.6,-33.6,0.73,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A337,112,-34.47,12.46,3.19,-35.1,6.7,-29.6,5.6,-34,0.8,3.8
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A41,113,-34.35,13.29,3.31,-35.1,6.7,-29.6,5.6,-33.7,0.75,4
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A409,113,-34.51,13.77,3.18,-35.1,6.7,-29.6,5.6,-34.1,0.82,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A65,114,-33.44,11.99,3.31,-35.1,6.7,-29.6,5.6,-32.8,0.58,3.7
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A23,114,-34.2,12.42,3.28,-35.1,6.7,-29.6,5.6,-33.6,0.73,3.8
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A62,118,-33.29,13.44,3.33,-35.1,6.7,-29.6,5.6,-32.6,0.55,4.1
Andersson,59.87,17.17,Strandsjon,Sweden,2007,8,14,21,European perch,A27,120,-32.65,12.14,3.27,-35.1,6.7,-29.6,5.6,-32.1,0.45,3.8
